geo.coordinates
"[ 29.98352631, -90.07477529000001 ]"
"[ 32.55242483, -92.06571578 ]"
"[ 14.56875758, -89.34570909 ]"
"[ 30.11022775, -93.34602049 ]"
"[ 30.37699782, -92.00614330000001 ]"


"[ 29.99026498, -90.14602557000001 ]"
"[ 29.96555295, -90.10760620000001 ]"
"[ 32.5479446, -93.492541 ]"
"[ 31.94145661, -92.69700611 ]"
"[ 31.40428405, -92.48636467999999 ]"
"[ 32.4637846, -92.09379128 ]"
"[ 29.97645926, -90.09239298 ]"

"[ 30.37707606, -92.00616687 ]"
"[ 29.91239674, -90.15866004999999 ]"
"[ 29.91434661, -90.04767027 ]"
"[ 29.97642823, -90.09240905 ]"
"[ 30.37707606, -92.00616687 ]"
"[ 30.0210571, -90.1760611 ]"
"[ 30.21051784, -94.01461329999999 ]"
"[ 32.4045096, -93.84037585999999 ]"
"[ 30.72318948, -92.18584862 ]"
"[ 30.6753779, -92.42824372 ]"
"[ 32.42879859, -92.20257654 ]"
"[ 32.64087149, -92.06710581999999 ]"
"[ 30.0302417, -90.02011435 ]"
"[ 32.4288042, -92.20256095000001 ]"

"[ 29.99650073, -90.05764146 ]"
"[ 29.96399977, -90.10628235 ]"

"[ 29.9348535, -90.0256145 ]"
"[ 32.55905052, -92.07187845 ]"
"[ 30.6667274, -92.2759413 ]"
"[ 30.6753779, -92.42824372 ]"
"[ 29.98369641, -90.07424322 ]"

"[ 29.9549097, -90.00225349999999 ]"

"[ 30.6667274, -92.2759413 ]"
"[ 32.5479208, -93.49229741000001 ]"

"[ 30.00146873, -90.18267801 ]"
"[ 16.63790499, -90.18164612 ]"
"[ 15.1353, -88.22863 ]"
"[ 32.42915149, -93.84879872 ]"
"[ 30.71468445, -92.19464662 ]"
"[ 29.84346148, -90.10616862000001 ]"
"[ 30.25845939, -93.23179347 ]"
"[ 32.41429361, -93.69035993999999 ]"
"[ 29.95415371, -90.0718081 ]"
"[ 29.98353833, -90.0747509 ]"
"[ 30.08299597, -91.90320516 ]"
"[ 29.9549097, -90.0022534 ]"
"[ 30.01390815, -90.13141751000001 ]"
"[ 14.8018, -89.54637821 ]"

"[ 29.95602847, -90.11857870999999 ]"
"[ 32.42880441, -92.20256006 ]"

"[ 31.58844254, -93.45688206 ]"
"[ 29.95313582, -90.07170081 ]"
"[ 30.37707615, -92.00616888 ]"
"[ 29.95029345, -90.07315867 ]"
"[ 32.42880455, -92.20256035 ]"
"[ 15.46714571, -88.00274679 ]"

"[ 17.24208, -88.76472 ]"
"[ 29.9804316, -90.1593373 ]"
"[ 32.42892574, -92.20281163 ]"
"[ 30.6667277, -92.2759413 ]"
"[ 29.96398657, -90.10633767 ]"
"[ 32.428953, -92.20286815 ]"
"[ 31.94149637, -92.69705204 ]"
"[ 14.79101361, -90.20546111 ]"
"[ 32.42896118, -92.2028851 ]"
"[ 32.42896118, -92.2028851 ]"
"[ 29.91229622, -90.15867285 ]"
"[ 30.6667117, -92.27592199999999 ]"
"[ 29.98497503, -90.06723099 ]"
"[ 29.8931975, -90.0242664 ]"
"[ 32.42895129, -92.20287974 ]"

"[ 31.94145464, -92.69706624 ]"
"[ 29.96398865, -90.1063554 ]"
"[ 29.875016, -92.218675 ]"

"[ 32.42897313, -92.20282442 ]"
"[ 29.95491, -90.0022537 ]"
"[ 30.021098, -90.17607390000001 ]"
"[ 32.42901922, -92.20276635 ]"
"[ 32.53050733, -92.22051141999999 ]"
"[ 15.46714571, -88.00274679 ]"
"[ 29.92149042, -89.98306193000001 ]"
"[ 30.25369896, -91.89562497999999 ]"
"[ 32.5606617, -92.92600969999999 ]"
"[ 30.29713644, -92.05278226999999 ]"
"[ 30.66671, -92.27592060000001 ]"
"[ 30.03333151, -90.04581061 ]"
"[ 30.0210754, -90.1760665 ]"

"[ 31.60949202, -93.41500904 ]"
"[ 30.00391041, -90.15598525 ]"
"[ 31.51112216, -93.61848387000001 ]"
"[ 29.96397405, -90.10631786 ]"
"[ 29.99976647, -90.17798431999999 ]"

"[ 32.42895214, -92.20281804 ]"
"[ 29.96750302, -90.18779775 ]"

"[ 31.94145385, -92.69713546 ]"
"[ 30.37706957, -92.0061791 ]"
"[ 30.5115139, -92.3373453 ]"
"[ 32.46381054, -92.09375154999999 ]"
"[ 30.6667123, -92.2759224 ]"
"[ 30.4972969, -92.34446389999999 ]"
"[ 15.46714571, -88.00274679 ]"
"[ 32.42880272, -92.20255709 ]"

"[ 29.95773064, -90.07748051 ]"
"[ 32.42880436, -92.20255994999999 ]"
"[ 30.03333127, -90.04580850000001 ]"
"[ 31.61038377, -93.41395147 ]"
"[ 30.25822944, -93.23177654 ]"
"[ 32.53052715, -92.22045171000001 ]"
"[ 31.77211829, -93.64434706 ]"

"[ 29.99022746, -90.14609723 ]"
"[ 30.11009538, -93.34566819 ]"
"[ 29.98353431, -90.07473489 ]"
"[ 31.29450308, -92.27106651 ]"
"[ 32.58767439, -92.39516543000001 ]"
"[ 29.87109653, -90.03558227000001 ]"
"[ 30.6667095, -92.27591580000001 ]"
"[ 30.25361381, -91.89511292 ]"
"[ 15.53118822, -88.0425765 ]"
"[ 31.1594115, -93.31733060000001 ]"
"[ 29.95809701, -90.07733595000001 ]"
"[ 29.9215143, -89.98297242 ]"
"[ 29.96740533, -90.18777815999999 ]"

"[ 32.42890705, -92.20285835999999 ]"
"[ 30.0210658, -90.176062 ]"
"[ 32.53051091, -92.22050201 ]"
"[ 32.51547, -91.9932 ]"
"[ 30.6667267, -92.27594070000001 ]"
"[ 29.9549103, -90.0022534 ]"
"[ 15.7745, -86.80006 ]"
"[ 32.42881065, -92.20257822000001 ]"
"[ 29.99720167, -90.17701305 ]"

"[ 30.08361396, -91.9028296 ]"
"[ 30.37700612, -92.00614761999999 ]"
"[ 32.53048334, -92.22047818999999 ]"
"[ 32.56491691, -92.25264553 ]"


"[ 31.94145338, -92.6971269 ]"
"[ 29.98345946, -90.07486272 ]"
"[ 30.49951283, -92.12934926 ]"

"[ 30.24657616, -92.68245829 ]"
"[ 31.77219469, -93.64418922999999 ]"
"[ 29.7034269, -90.47935866 ]"
"[ 16.92888315, -89.88841889 ]"
"[ 29.96290554, -90.19185519 ]"
"[ 30.21040577, -94.01463966 ]"
"[ 31.61013324, -93.41422242 ]"
"[ 30.32186149, -93.28560621 ]"
"[ 29.9632075, -90.10539141 ]"

"[ 29.95491, -90.00225399999999 ]"
"[ 32.53051611, -92.22046717000001 ]"
"[ 30.7653799, -92.406871 ]"
"[ 30.37703206, -92.00610484000001 ]"
"[ 30.0302034, -90.02025279999999 ]"
"[ 30.6667272, -92.27593950000001 ]"
"[ 32.56229652, -92.05556192 ]"
"[ 15.71768953, -88.60086269999999 ]"
"[ 31.46427718, -92.53300846 ]"
"[ 30.7653799, -92.406871 ]"
"[ 32.56229652, -92.05556192 ]"
"[ 31.94137009, -92.69712269999999 ]"

"[ 29.96397472, -90.10629406 ]"
"[ 32.9013146, -92.26049039999999 ]"
"[ 30.7653799, -92.406871 ]"

"[ 30.054067, -91.1346753 ]"
"[ 29.91229986, -90.15863487 ]"
"[ 15.49778, -88.8319 ]"
"[ 31.35124025, -92.37137108 ]"
"[ 30.25361632, -91.89509012000001 ]"
"[ 31.06161384, -93.24596361 ]"

"[ 30.134911, -93.32369072 ]"
"[ 29.96400683, -90.10629917999999 ]"

"[ 29.92459059, -90.108788 ]"
"[ 30.25823044, -93.23178283 ]"
"[ 29.99969243, -90.17810003 ]"
"[ 32.56229652, -92.05556192 ]"
"[ 17.24212, -88.76468 ]"
"[ 15.53111149, -88.04245287000001 ]"
"[ 32.59291593, -92.49819343999999 ]"
"[ 30.35264777, -92.64581278 ]"
"[ 30.5368952, -92.3045252 ]"
"[ 29.9549103, -90.0022534 ]"
"[ 29.87156703, -90.02634118 ]"

"[ 29.96400334, -90.10629758 ]"
"[ 32.6175786, -93.73358737 ]"
"[ 32.56229652, -92.05556192 ]"
"[ 30.08304914, -91.90303593 ]"
"[ 29.70368502, -90.4791244 ]"
"[ 30.6667274, -92.27594120000001 ]"
"[ 15.71767541, -88.60088328000001 ]"

"[ 29.98359856, -90.07471436 ]"
"[ 17.24212, -88.76468 ]"
"[ 30.37700762, -92.00614822999999 ]"
"[ 30.31566852, -92.96719581000001 ]"
"[ 32.56229652, -92.05556192 ]"

"[ 30.67720029, -92.42438167 ]"
"[ 15.49778, -88.8319 ]"
"[ 30.08325477, -91.90322602000001 ]"
"[ 32.42880437, -92.20255997 ]"

"[ 32.64126616, -92.06899803 ]"
"[ 29.98358888, -90.07472165 ]"
"[ 29.9548385, -90.06893855 ]"
"[ 14.56565137, -89.34019644 ]"
"[ 30.12361957, -93.33526345999999 ]"
"[ 29.97642823, -90.09240905 ]"
"[ 30.1409839, -92.9343829 ]"
"[ 30.08325477, -91.90322602000001 ]"
"[ 30.37704543, -92.00619411 ]"
"[ 30.6667137, -92.27592439999999 ]"
"[ 14.77263, -88.77254000000001 ]"
"[ 31.4008593, -92.46829990000001 ]"

"[ 29.97622992, -90.09956854000001 ]"
"[ 31.33209155, -93.86494542 ]"
"[ 31.37142337, -92.44138411 ]"
"[ 29.92151129, -89.98297669 ]"
"[ 17.24212, -88.76468 ]"
"[ 31.94144924, -92.6971254 ]"
"[ 29.9804937, -90.1592687 ]"
"[ 30.666712, -92.27591769999999 ]"

"[ 29.9548385, -90.06893855 ]"
"[ 29.96398206, -90.10632437 ]"
"[ 30.31982984, -92.96945508 ]"
"[ 29.98358519, -90.07472442 ]"
"[ 29.8624787, -89.9950679 ]"
"[ 30.0302034, -90.02025279999999 ]"

"[ 29.91710731, -90.10314916999999 ]"
"[ 30.0211691, -90.05075016000001 ]"
"[ 30.2535987, -91.89512268 ]"
"[ 15.5043023, -88.03930567 ]"
"[ 29.5969718, -90.60401419999999 ]"

"[ 30.46166422, -92.38244760000001 ]"
"[ 32.46376314, -92.09374158 ]"
"[ 29.98358519, -90.07472442 ]"
"[ 29.9526861, -90.007395 ]"
"[ 29.98105851, -90.22500775 ]"
"[ 29.5969742, -90.6040161 ]"
"[ 30.08309216, -91.90323796 ]"
"[ 29.9215107, -89.98298222 ]"
"[ 29.5969527, -90.6040053 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 30.08020952, -92.1155107 ]"
"[ 29.98358519, -90.07472442 ]"
"[ 29.95863771, -90.06848157 ]"

"[ 30.25357467, -91.89512795 ]"
"[ 30.71030516, -92.26481354000001 ]"
"[ 29.97623215, -90.09956071000001 ]"
"[ 30.2105012, -94.0145249 ]"
"[ 30.03028083, -90.02008137 ]"
"[ 29.8478098, -90.04679091 ]"

"[ 29.96400362, -90.10631994000001 ]"

"[ 31.40425903, -92.48634088999999 ]"
"[ 29.84772495, -90.0468616 ]"
"[ 31.528667, -93.59066935 ]"
"[ 30.31854603, -92.96888436 ]"
"[ 29.98215509, -90.24430864 ]"
"[ 30.02605851, -90.05995961000001 ]"
"[ 16.92490867, -89.89558133 ]"
"[ 30.2345923, -91.86026409999999 ]"
"[ 31.94145235, -92.69716805 ]"
"[ 27.77877891, -93.30962278 ]"
"[ 31.61014224, -93.41421062000001 ]"
"[ 32.5339095, -92.7354756 ]"


"[ 31.06161383, -93.2459636 ]"
"[ 31.35122339, -92.37147521 ]"

"[ 29.8239264, -90.008295 ]"
"[ 31.349742, -92.34430829999999 ]"




"[ 29.9549103, -90.002252 ]"
"[ 30.32024169, -92.96973276999999 ]"
"[ 30.03333142, -90.04581042 ]"
"[ 29.93188124, -89.93068153999999 ]"
"[ 29.98046808, -90.23773533000001 ]"
"[ 15.47849312, -87.77408406000001 ]"

"[ 30.08309216, -91.90323796 ]"
"[ 30.2105018, -94.01452430000001 ]"
"[ 29.9442789, -90.07341065999999 ]"
"[ 30.35263633, -92.64580535 ]"
"[ 32.3412408, -92.7130415 ]"

"[ 31.40422986, -92.44952685 ]"
"[ 29.875016, -92.218675 ]"
"[ 31.94145386, -92.69707631999999 ]"
"[ 29.92058214, -90.01071784 ]"
"[ 30.37705917, -92.00604482999999 ]"
"[ 29.92150345, -89.98297786000001 ]"
"[ 29.94575368, -90.12684677999999 ]"


"[ 29.92061236, -90.01069136 ]"
"[ 30.00563794, -90.15735069999999 ]"
"[ 30.6667283, -92.2759389 ]"
"[ 15.51933, -88.03184 ]"
"[ 30.08355919, -91.90287060999999 ]"
"[ 31.60509625, -93.43371411 ]"
"[ 29.935655, -90.07794800000001 ]"
"[ 30.37704933, -92.00610005999999 ]"
"[ 31.77206904, -93.64445526999999 ]"
"[ 29.9804538, -90.1593074 ]"
"[ 30.35263634, -92.64580536 ]"
"[ 30.32589904, -92.97370290000001 ]"
"[ 31.94144298, -92.69708307000001 ]"
"[ 30.01708518, -93.15899111 ]"
"[ 29.98493641, -90.25714874000001 ]"
"[ 30.08327321, -91.90314794 ]"
"[ 15.72614, -88.60306 ]"
"[ 14.77263, -88.77254000000001 ]"
"[ 32.54805861, -93.49253797999999 ]"
"[ 32.46376138, -92.09372983999999 ]"
"[ 30.003632, -90.18349293 ]"
"[ 14.58791, -88.58181999999999 ]"
"[ 32.54791145, -93.49248148 ]"
"[ 29.94565864, -90.12684829 ]"
"[ 29.95453737, -90.06644482 ]"
"[ 17.24211, -88.76469 ]"
"[ 30.08325775, -91.90315153 ]"
"[ 14.58791, -88.58181999999999 ]"
"[ 29.91869174, -89.91329831 ]"
"[ 31.3498494, -92.3443078 ]"
"[ 31.05725824, -93.25517300999999 ]"
"[ 15.79033073, -86.78636081000001 ]"
"[ 14.58791, -88.58181999999999 ]"
"[ 30.2467829, -92.86864358 ]"
"[ 32.716874, -93.00363299999999 ]"
"[ 30.37701693, -92.0061408 ]"
"[ 29.95989059, -90.06288996000001 ]"
"[ 29.83862675, -90.10964559999999 ]"
"[ 15.47632, -88.83016000000001 ]"
"[ 31.94148653, -92.69689916999999 ]"
"[ 30.6667274, -92.27594120000001 ]"
"[ 30.37701693, -92.0061408 ]"
"[ 30.17161, -93.189331 ]"
"[ 30.35263634, -92.64580536 ]"
"[ 14.58791, -88.58181999999999 ]"
"[ 15.84526545, -87.93687364 ]"
"[ 29.94122117, -90.12349263 ]"
"[ 29.94577168, -90.12672846 ]"
"[ 30.08356771, -91.90304835000001 ]"
"[ 31.77224267, -93.64423692 ]"
"[ 29.91206036, -90.14038286 ]"

"[ 31.47321656, -91.72797955 ]"

"[ 29.91204095, -90.14040312 ]"
"[ 15.53111605, -88.04245999 ]"
"[ 30.37701693, -92.0061408 ]"
"[ 30.32018649, -92.96978625 ]"
"[ 29.9549097, -90.0022534 ]"

"[ 29.596976, -90.6040149 ]"


"[ 29.91238848, -90.15866298 ]"
"[ 30.02985965, -90.07221357 ]"
"[ 29.70366405, -90.47887004 ]"

"[ 14.77862, -89.55207 ]"
"[ 31.46428049, -92.53288013 ]"
"[ 32.4637654, -92.09375833999999 ]"
"[ 31.36438608, -92.43278905 ]"
"[ 31.0711274, -93.25328159999999 ]"
"[ 30.7576138, -92.41547712000001 ]"
"[ 15.79033073, -86.78636081000001 ]"
"[ 29.70365445, -90.47902599 ]"
"[ 29.9549097, -90.00225330000001 ]"
"[ 30.03502056, -90.25656957 ]"
"[ 17.24211, -88.76469 ]"
"[ 30.08309096, -91.90320187 ]"
"[ 31.0710975, -93.25320429999999 ]"
"[ 30.11245901, -93.34670206 ]"
"[ 15.77786, -86.80714 ]"
"[ 29.92561768, -90.06948808999999 ]"
"[ 29.91234111, -90.15858342999999 ]"
"[ 30.37703466, -92.00620232 ]"
"[ 31.94132112, -92.69701522 ]"
"[ 29.9138532, -89.90015529999999 ]"
"[ 30.11239186, -93.34677089 ]"
"[ 32.39373999, -93.60999188 ]"
"[ 30.7653799, -92.406871 ]"
"[ 29.93195057, -89.93063414 ]"
"[ 30.32014878, -92.96983503 ]"
"[ 29.96386882, -90.10641357 ]"
"[ 31.40425331, -92.4860479 ]"
"[ 29.95989057, -90.0629043 ]"
"[ 17.24211, -88.76469 ]"

"[ 30.17161, -93.189331 ]"
"[ 29.94569795, -90.12676681000001 ]"
"[ 30.666727, -92.275938 ]"
"[ 31.0710975, -93.2532041 ]"
"[ 29.93195057, -89.93063414 ]"
"[ 31.77217314, -93.64442225000001 ]"
"[ 31.35121821, -92.37142799 ]"
"[ 31.8456533, -91.66264990000001 ]"
"[ 31.8456533, -91.66264990000001 ]"
"[ 15.45807755, -87.94853529 ]"
"[ 31.8456533, -91.66264990000001 ]"
"[ 29.6716679, -90.7144859 ]"
"[ 29.95491, -90.0022537 ]"
"[ 31.61014242, -93.41420404 ]"

"[ 29.97287345, -90.12064712999999 ]"
"[ 32.46377303, -92.09375943000001 ]"
"[ 31.77217314, -93.64442225000001 ]"
"[ 31.8456533, -91.66264990000001 ]"
"[ 30.75760393, -92.41546402 ]"

"[ 32.42880437, -92.20255997 ]"

"[ 17.24208, -88.76472 ]"
"[ 29.91238182, -90.1586643 ]"

"[ 29.91278982, -90.00963041999999 ]"

"[ 30.03123605, -90.04567717 ]"
"[ 29.93195057, -89.93063414 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 29.9521308, -89.9424617 ]"
"[ 32.54140217, -92.74784792 ]"
"[ 29.9638709, -90.1064425 ]"
"[ 31.77217314, -93.64442225000001 ]"
"[ 31.071098, -93.2532022 ]"
"[ 30.75766698, -92.41562838 ]"
"[ 17.24208, -88.76472 ]"
"[ 30.0302034, -90.02025279999999 ]"
"[ 29.9138532, -89.90015529999999 ]"
"[ 31.52850087, -93.59040666 ]"
"[ 29.89999784, -90.04627498000001 ]"
"[ 15.7898948, -86.78636912 ]"
"[ 30.02470165, -91.98417082 ]"
"[ 29.94571629, -90.12673461 ]"
"[ 31.40431887, -92.48639983 ]"
"[ 29.9941698, -90.06770391000001 ]"
"[ 30.32035299, -92.96974587 ]"
"[ 32.46379977, -92.09373873 ]"
"[ 29.99416231, -90.06779677 ]"
"[ 29.91238802, -90.15866348 ]"
"[ 31.77217314, -93.64442225000001 ]"


"[ 15.149863, -89.0388342 ]"
"[ 15.52856, -88.02332 ]"
"[ 30.75759723, -92.41546484 ]"
"[ 31.52860112, -93.59052384 ]"
"[ 29.9521305, -89.94246130000001 ]"
"[ 16.92413966, -89.89470203 ]"

"[ 31.35123552, -92.37146789000001 ]"
"[ 32.46377609, -92.09373202 ]"
"[ 16.929248, -89.893204 ]"
"[ 30.00280932, -90.07333817 ]"
"[ 14.58935, -88.58171 ]"
"[ 29.9145317, -90.0009328 ]"
"[ 14.77263, -88.77254000000001 ]"
"[ 32.55937391, -92.17027003 ]"

"[ 15.5192406, -88.03189354 ]"
"[ 31.94141908, -92.69705709999999 ]"
"[ 29.84726158, -90.04703395999999 ]"
"[ 29.9929623, -90.2450298 ]"
"[ 30.32197693, -93.28570025 ]"
"[ 30.01677199, -91.9991883 ]"
"[ 31.52860799, -93.59052342 ]"
"[ 15.49778, -88.8319 ]"
"[ 29.7035717, -90.47932123 ]"
"[ 30.6667276, -92.27594120000001 ]"
"[ 17.51408082, -88.22450436 ]"
"[ 32.5415452, -92.7323428 ]"
"[ 17.24208, -88.76472 ]"

"[ 30.08329235, -91.90305865000001 ]"
"[ 29.70366984, -90.47923963 ]"
"[ 29.9145317, -90.0009328 ]"
"[ 32.9013146, -92.26049039999999 ]"
"[ 29.81157527, -90.8275194 ]"
"[ 30.3527187, -92.64585882999999 ]"
"[ 30.6667272, -92.2759413 ]"
"[ 31.35110232, -92.37139543000001 ]"
"[ 31.2485366, -92.4309868 ]"
"[ 29.5969574, -90.60400319999999 ]"
"[ 29.95038083, -90.07310713 ]"

"[ 31.52860765, -93.59052174999999 ]"

"[ 31.1594517, -93.3173675 ]"
"[ 29.98361147, -90.07476649 ]"
"[ 29.8784915, -90.09322619 ]"
"[ 15.7898948, -86.78636912 ]"
"[ 30.6667273, -92.2759392 ]"

"[ 30.08321752, -91.90301945 ]"
"[ 32.55937265, -92.17027251 ]"
"[ 29.96471407, -90.10577575000001 ]"

"[ 15.4941777, -87.98620328 ]"
"[ 29.99656247, -90.05747497999999 ]"

"[ 30.17130103, -92.00575379 ]"
"[ 30.02459067, -91.98416109999999 ]"
"[ 30.00634507, -90.1728138 ]"



"[ 29.58950416, -90.73877666 ]"
"[ 15.48568104, -87.98561035 ]"

"[ 29.95163954, -91.02888621 ]"
"[ 29.88727579, -90.08869477 ]"
"[ 30.45296984, -93.23177487 ]"
"[ 29.92064699, -90.01069629 ]"
"[ 15.49778, -88.8319 ]"
"[ 30.00310501, -90.15996431000001 ]"
"[ 30.02967306, -90.07203678 ]"
"[ 29.95491, -90.0022537 ]"
"[ 30.08321752, -91.90301945 ]"

"[ 32.54789498, -93.49245566 ]"
"[ 31.43104851, -91.75899498 ]"
"[ 29.596974, -90.60401539999999 ]"
"[ 32.56890901, -92.50695612 ]"
"[ 30.12104492, -93.99645932999999 ]"
"[ 31.52862312, -93.59052267 ]"
"[ 30.08342366, -91.90296257 ]"

"[ 32.5593043, -92.07187125999999 ]"
"[ 15.52856, -88.02332 ]"
"[ 31.6102547, -93.41409388 ]"
"[ 31.35127257, -92.37140612 ]"
"[ 15.53114417, -88.04247230999999 ]"
"[ 29.875016, -92.218675 ]"
"[ 32.46377043, -92.09372599 ]"
"[ 30.35269281, -92.64584203 ]"
"[ 30.6667284, -92.2759393 ]"
"[ 15.79018008, -86.78644675 ]"
"[ 30.32021973, -92.96974559 ]"
"[ 31.071097, -93.2532042 ]"

"[ 32.55940484, -92.17023867 ]"
"[ 29.92465862, -90.08520305 ]"
"[ 30.6667272, -92.2759413 ]"
"[ 15.5234185, -87.97172209999999 ]"
"[ 14.77263, -88.77254000000001 ]"
"[ 30.08320979, -91.90315163 ]"
"[ 15.54281044, -88.00361633 ]"
"[ 15.49778, -88.8319 ]"
"[ 32.55915274, -92.07181654 ]"
"[ 29.81666034, -90.10601440000001 ]"
"[ 29.70372308, -90.4791991 ]"
"[ 29.98105386, -90.22503903 ]"
"[ 30.02459067, -91.98416109999999 ]"
"[ 30.32020288, -92.96983351999999 ]"
"[ 32.55203776, -92.07857751 ]"
"[ 31.6483331, -93.084073 ]"
"[ 32.5606617, -92.92600969999999 ]"
"[ 29.70364719, -90.47923648 ]"
"[ 31.52862412, -93.5905199 ]"
"[ 19.4665, -109.0634 ]"
"[ 30.6667274, -92.27594139999999 ]"
"[ 31.09200944, -93.49311236 ]"
"[ 30.67548263, -92.42823961000001 ]"
"[ 30.32020288, -92.96983351999999 ]"
"[ 32.5415452, -92.7323428 ]"
"[ 29.8588339, -89.98639005 ]"
"[ 30.02254377, -90.24954031999999 ]"
"[ 31.52862517, -93.59052074 ]"
"[ 29.70364719, -90.47923648 ]"

"[ 31.61013342, -93.41422228 ]"
"[ 31.94138476, -92.69710895999999 ]"
"[ 31.6261784, -93.6049692 ]"
"[ 29.81651906, -90.1060937 ]"
"[ 30.6667274, -92.27594120000001 ]"
"[ 29.92629778, -90.00172252 ]"
"[ 29.953422, -90.0876023 ]"
"[ 30.154765, -93.9702437 ]"

"[ 32.46388359, -92.09376689 ]"
"[ 31.52862517, -93.59052074 ]"
"[ 30.6667279, -92.2759393 ]"
"[ 29.96472211, -90.10577809 ]"
"[ 29.93193276, -89.93044537999999 ]"

"[ 30.08360952, -91.90287696999999 ]"

"[ 32.08915656, -93.87397231999999 ]"
"[ 30.005661, -90.1592359 ]"
"[ 31.77218781, -93.64438158999999 ]"
"[ 32.42880319, -92.20253464 ]"
"[ 14.53437057, -89.59805489 ]"
"[ 32.42880438, -92.20256017 ]"

"[ 31.32903225, -93.88018778999999 ]"
"[ 29.70360306, -90.4793658 ]"
"[ 29.91240612, -90.15865873 ]"
"[ 30.93338825, -92.90593647999999 ]"
"[ 31.52862387, -93.59051823 ]"
"[ 31.32903225, -93.88018778999999 ]"
"[ 29.953422, -90.0876023 ]"
"[ 30.6667271, -92.27594139999999 ]"
"[ 29.95463204, -90.17453439000001 ]"
"[ 29.95164173, -91.02888596 ]"
"[ 17.24212, -88.76468 ]"

"[ 30.26823801, -91.87570432 ]"
"[ 29.9549103, -90.0022534 ]"
"[ 15.14085, -88.23231 ]"

"[ 31.61013583, -93.41421339 ]"
"[ 29.95164176, -91.02888596 ]"
"[ 30.6667257, -92.2759403 ]"
"[ 29.95476544, -90.00238179999999 ]"
"[ 30.67563162, -92.42828448 ]"
"[ 32.08914936, -93.87397532999999 ]"
"[ 29.93306299, -90.11171073 ]"
"[ 30.32026914, -92.96973336000001 ]"
"[ 30.93341052, -92.90576668999999 ]"
"[ 30.22900937, -93.15745298 ]"
"[ 29.99969067, -90.17798119 ]"
"[ 15.41077, -88.15975 ]"
"[ 30.03533661, -90.74590411 ]"
"[ 29.9723648, -90.04942079 ]"
"[ 29.97292738, -90.12067982000001 ]"
"[ 30.32026914, -92.96973336000001 ]"
"[ 31.52863825, -93.59046794 ]"
"[ 30.03533849, -90.74595711000001 ]"
"[ 29.96737446, -90.18785656 ]"
"[ 29.8602115, -90.0926781 ]"
"[ 31.43825794, -92.50078664 ]"
"[ 30.0654005, -91.9065162 ]"
"[ 29.92626435, -90.00162352 ]"
"[ 28.86597376, -88.05592181 ]"
"[ 29.97292738, -90.12067982000001 ]"
"[ 30.6667267, -92.27593880000001 ]"
"[ 30.89977977, -94.01325902000001 ]"
"[ 30.32026914, -92.96973336000001 ]"
"[ 29.9208069, -90.10113143 ]"

"[ 31.52863825, -93.59046794 ]"
"[ 31.6261784, -93.6049692 ]"
"[ 30.0834195, -91.90334747 ]"
"[ 30.01049929, -90.1299295 ]"
"[ 29.96818928, -90.09989619 ]"
"[ 29.95164176, -91.02888596 ]"
"[ 30.13519479, -93.18789803 ]"
"[ 29.98117128, -90.18161683 ]"
"[ 32.9839997, -92.64608566 ]"
"[ 30.684539, -93.019768 ]"
"[ 30.096993, -92.914815 ]"
"[ 30.598096, -93.257552 ]"
"[ 30.558811, -93.489374 ]"
"[ 30.357307, -93.64271100000001 ]"

"[ 30.81508, -93.01862800000001 ]"
"[ 32.55842395, -92.02211258 ]"
"[ 29.78613751, -90.84764468 ]"
"[ 32.46374847, -92.09379547 ]"
"[ 30.32022886, -92.96974258 ]"
"[ 16.92800758, -89.88853376 ]"
"[ 30.03533849, -90.74595711000001 ]"
"[ 31.16261396, -93.24656412 ]"

"[ 30.6667283, -92.2759389 ]"

"[ 29.92139117, -89.98303385 ]"
"[ 32.44707871, -92.09282736 ]"
"[ 30.32022962, -92.96973704 ]"
"[ 30.6667271, -92.27594139999999 ]"
"[ 29.95476544, -90.00239789 ]"
"[ 30.03533849, -90.74595711000001 ]"
"[ 29.9058667, -89.9942583 ]"
"[ 30.93321398, -92.90587886 ]"
"[ 30.32022275, -92.96972212 ]"
"[ 29.99420091, -90.06767627000001 ]"
"[ 29.98101283, -90.22501991999999 ]"
"[ 15.79041238, -86.78640131 ]"
"[ 30.02122559, -90.27347351 ]"
"[ 30.03331743, -90.04577777 ]"
"[ 30.03533849, -90.74595711000001 ]"
"[ 31.5760437, -93.52028749999999 ]"
"[ 30.02119781, -90.27350158 ]"

"[ 29.70370445, -90.47934005 ]"
"[ 29.953422, -90.0876023 ]"
"[ 30.08343125, -91.90290516 ]"
"[ 30.9332774, -92.90592329 ]"
"[ 29.96344064, -90.05773544 ]"
"[ 31.43104851, -91.75899498 ]"
"[ 31.3497288, -92.3443067 ]"
"[ 30.82900238, -92.32255554 ]"
"[ 29.89775189, -90.08693331000001 ]"

"[ 29.8324244, -90.00379150000001 ]"
"[ 32.5415452, -92.7323428 ]"
"[ 30.32017878, -92.96976780999999 ]"
